,Radiant_team_id,Radiant_team_rating,Dire_team_id,Dire_team_rating,Radiant_hero1,Radiant_hero2,Radiant_hero3,Radiant_hero4,Radiant_hero5,Dire_hero1,Dire_hero2,Dire_hero3,Dire_hero4,Dire_hero5,Radiant_win,Radiant_fb,Radiant_10kill,start_time
610,4425650,1160.59,2643401,1083.38,107,57,68,81,34,51,15,27,109,39,False,False,False,1510815866
611,1838315,1491.97,2163,1452,5,57,64,12,13,91,55,100,70,19,False,False,True,1494615602
614,3586078,1172.24,3659536,1124.88,80,20,84,104,106,5,96,14,54,73,True,True,True,1488278192
615,2163,1452,1883502,1568.6,41,72,100,74,110,43,66,20,67,71,True,True,True,1456621903
616,36,1186.73,2163,1452,55,87,60,25,89,90,99,86,69,74,False,True,True,1494606678
618,67,1200.4,862976,1093.96,28,100,39,20,98,60,74,50,65,12,False,False,False,1450393473
620,726228,1396.74,4817847,1000,51,11,86,69,15,88,64,76,29,48,True,False,False,1514547283
622,2581752,1000,2746885,1029.78,32,87,41,98,72,38,28,31,73,58,False,True,False,1465816843
623,5138280,1127.36,5128233,1030.88,79,13,23,108,10,60,107,64,76,8,True,True,True,1512750994
624,2163,1452,2626685,1210.14,40,7,31,114,69,53,86,71,39,4,True,True,True,1509218513
625,24,1048.25,350190,1338.47,28,112,47,60,18,69,68,86,78,44,False,False,True,1449234343
626,5,1294.52,1375614,1360.51,7,11,85,50,77,25,100,112,8,22,True,False,True,1442764604
627,2607096,1113.76,5246889,1000,16,62,30,1,11,27,103,94,29,8,True,False,False,1522256555
628,1883502,1568.6,2011234,1064.62,39,92,88,48,51,72,87,30,96,56,True,False,True,1431365395
630,2833354,1187.43,1836806,1208.81,83,78,27,20,11,114,55,46,36,26,False,True,True,1492063185
632,2163,1452,2006913,1291.81,28,87,29,57,80,38,20,77,68,34,False,False,True,1466152831
633,15,1511.43,726228,1396.74,85,100,39,5,99,86,72,30,13,98,True,True,False,1432879201
635,543897,1523.46,2659468,1165.6,6,111,16,59,28,65,90,103,73,44,True,True,False,1471530410
636,1520578,1094.09,2640025,1232.58,69,5,39,49,110,58,28,21,26,72,True,False,True,1462327385
637,1838315,1491.97,1375614,1360.51,103,88,90,44,74,41,76,23,111,18,False,False,True,1475035573
638,2634810,1192.02,1951061,1203.65,84,70,111,15,33,28,54,85,30,34,False,True,True,1480502288
639,2533075,1085.05,2790766,1241.4,6,84,37,53,76,63,28,48,79,106,False,False,True,1483046167
640,3331948,1203.45,5,1294.52,76,111,16,66,70,107,8,28,75,63,True,False,False,1475662098
641,7,1091.93,1983234,1048.33,55,11,26,30,93,72,86,91,19,100,False,False,False,1432274396
648,2677025,1082.49,3333433,1144.45,37,28,76,4,15,6,9,102,63,53,False,False,False,1479261689
650,1520578,1094.09,15,1511.43,5,100,102,93,73,16,25,114,89,98,False,False,False,1489920388
652,1836806,1208.81,1375614,1360.51,96,30,36,10,9,6,63,84,51,46,True,False,False,1483860245
653,1375614,1360.51,4,1160.77,7,72,49,79,15,92,54,30,17,55,True,False,False,1431412278
656,3016098,1000,3574277,1047.15,9,54,101,74,16,84,98,102,31,43,False,False,True,1479600411
657,543897,1523.46,2108395,1429.43,55,14,84,39,44,28,80,50,62,75,False,True,False,1486277740
658,2837949,1035.1,2854942,1056.75,38,87,98,21,1,30,93,55,43,23,True,False,True,1466338115
659,2163,1452,1838315,1491.97,100,74,38,72,104,26,55,69,21,67,False,False,False,1457163271
660,46,1171.65,39,1451.66,85,4,25,3,49,39,17,7,79,51,True,False,True,1438225682
661,2672298,1125.65,2622695,1000,32,55,87,46,2,107,28,8,20,40,True,False,False,1467507894
662,2592374,1000,2139568,1030.53,75,2,7,8,17,69,50,21,64,106,False,False,False,1447309747
663,2581813,1188.72,2512249,1155.77,51,49,31,41,101,16,13,75,18,53,False,False,False,1501870371
664,3,1287.81,4,1160.77,65,9,111,19,46,37,104,71,10,29,False,False,True,1478881912
665,3922738,1298.86,2621843,1211.4,37,60,39,7,70,51,64,104,18,25,False,False,False,1499447148
666,1838315,1491.97,2163,1452,100,59,30,21,62,72,55,85,15,60,False,False,False,1449173600
667,5152964,1036.48,15,1511.43,119,16,49,69,74,103,13,30,15,114,True,False,False,1521615668
668,1630447,1031.76,294506,1068.41,20,99,87,17,35,72,90,110,101,34,True,False,True,1433116808
669,2275267,1116.3,2119345,1000,14,7,4,3,34,26,54,50,99,25,True,False,True,1431709060
670,3330347,1000,2790766,1241.4,23,87,2,70,44,88,76,50,54,85,False,False,True,1475092245
671,2790766,1241.4,2537636,1000,97,64,65,54,4,37,84,88,93,13,False,False,True,1478966863
672,3626479,1000,2738689,1051.37,74,60,5,96,109,82,114,28,8,87,True,False,True,1490502355
673,2659468,1165.6,4652955,1000,68,41,16,63,94,40,27,90,45,69,False,False,True,1506000513
674,1883502,1568.6,2006913,1291.81,74,107,5,61,81,38,58,111,67,65,True,False,False,1460713428
676,2592702,1000,3786240,1045.83,2,50,48,90,11,28,87,75,8,74,False,True,False,1488103307
677,2687313,1000,3327985,1133.42,84,55,48,62,10,16,40,86,9,14,False,True,True,1480158458
678,2163,1452,46,1171.65,55,28,111,54,59,60,65,87,1,13,True,True,True,1502389676
679,15,1511.43,1838315,1491.97,13,60,33,87,63,68,99,86,95,40,False,True,True,1497658862
680,2854942,1056.75,15,1511.43,23,88,84,48,9,76,107,8,87,55,False,False,False,1476703221
681,2659468,1165.6,3586078,1172.24,50,48,103,51,34,104,91,84,13,72,True,True,False,1482069191
682,1520578,1094.09,2777247,1242.13,41,101,74,77,2,103,9,79,8,28,False,False,False,1468316365
694,67,1200.4,2621843,1211.4,16,68,33,39,12,30,107,77,17,40,False,True,False,1516505521
696,15,1511.43,2414095,1072.92,91,98,65,26,106,16,50,107,54,43,True,True,True,1476961495
697,2414095,1072.92,3336725,1000,102,8,86,84,46,28,25,20,109,34,True,False,True,1491739160
698,3922738,1298.86,1905619,1080.71,16,92,17,40,102,7,39,5,69,63,True,False,False,1501539783
702,2659468,1165.6,3262331,1066.55,37,104,23,74,99,28,5,8,46,102,True,True,False,1494676760
703,3704482,1096.81,39,1451.66,16,54,52,76,23,12,103,50,49,13,True,True,True,1516766833
704,4,1160.77,484909,1124.5,72,86,11,79,9,91,85,52,78,87,False,False,False,1431762835
705,2789717,1169.95,2163,1452,58,12,72,69,26,38,74,30,70,7,False,True,True,1460658000
707,39,1451.66,3659536,1124.88,83,68,7,113,22,91,97,65,19,98,True,True,True,1496828910
708,254140,1000,1148284,1109.51,55,85,112,34,99,43,87,8,107,69,False,True,False,1452417637
712,4985397,1000,1951061,1203.65,16,64,83,46,114,88,27,9,104,15,False,False,False,1505970433
713,2659468,1165.6,3659536,1124.88,107,40,8,86,17,37,28,102,25,1,False,False,False,1492162382
715,543897,1523.46,3262331,1066.55,88,87,23,39,48,63,96,84,8,20,True,True,True,1492167410
716,4256705,1000,2679744,1099.4,5,88,70,34,7,20,53,50,72,39,False,True,True,1493568143
719,4426165,1154.14,3846296,1000,7,88,68,25,41,27,36,23,44,35,True,False,False,1504535924
721,350190,1338.47,2512249,1155.77,79,65,41,58,106,32,93,26,70,61,True,True,False,1469299110
724,2552670,1159.36,4186376,1153.14,7,104,106,37,99,97,5,32,8,102,False,True,False,1494173150
727,2163,1452,3214108,1401.12,38,111,27,8,49,79,89,85,65,9,False,False,False,1476906297
728,1836806,1208.81,3331948,1203.45,84,8,90,98,4,86,76,28,54,9,True,False,True,1480803329
729,2777247,1242.13,15,1511.43,58,18,25,61,39,30,72,28,110,16,True,True,False,1460904038
731,1276785,1000,2635099,1242.81,107,55,8,26,72,87,41,103,63,39,False,False,False,1465971299
735,3327688,1000,3704482,1096.81,79,50,65,76,109,55,87,107,74,106,False,True,True,1488052970
737,464103,1131.39,3704482,1096.81,55,88,25,26,67,87,39,84,70,57,False,True,True,1499020679
739,1375614,1360.51,1520578,1094.09,16,84,8,50,74,32,54,55,87,97,True,True,False,1478251073
741,2903343,1033.56,2873780,1000,29,87,13,10,2,98,86,50,43,8,True,True,False,1467388155
744,15,1511.43,3,1287.81,88,84,86,76,93,52,23,98,35,62,True,False,True,1480877917
745,2738555,1066.91,24,1048.25,28,26,34,54,58,79,74,48,9,51,False,False,False,1468761979
746,55,1140.79,2783913,1160.23,74,107,112,56,88,76,66,86,65,39,True,True,False,1460120850
747,2552118,1176.13,2640025,1232.58,103,79,17,38,98,54,28,68,73,31,False,True,True,1469854712
755,2622695,1000,2677025,1082.49,20,28,98,86,17,9,6,29,74,84,False,False,True,1468098556
756,5,1294.52,726228,1396.74,23,37,65,46,95,7,86,13,54,33,True,False,True,1499425670
757,2398232,1048.51,2644737,1000,84,65,111,76,96,28,37,48,107,74,False,True,False,1479384242
758,1838315,1491.97,2006913,1291.81,79,106,5,51,109,28,80,75,65,54,True,True,True,1486059646
760,2429870,1094.44,2410998,1045.74,106,102,40,81,62,60,28,74,75,94,False,False,True,1445733469
761,1276785,1000,350190,1338.47,80,107,55,26,93,20,74,66,38,18,False,False,True,1459342637
762,3586078,1172.24,3690568,1000,84,16,87,41,74,40,28,111,93,73,True,False,True,1481959227
764,46,1171.65,36,1186.73,107,78,30,15,81,38,47,87,51,1,True,True,False,1510509142
765,1836806,1208.81,1520578,1094.09,32,43,60,93,79,54,87,65,49,85,False,False,False,1466507317
768,26,1058.92,3704482,1096.81,68,18,23,45,12,53,60,86,39,42,False,False,False,1506521187
770,111474,1084.27,2006913,1291.81,19,31,72,87,60,91,100,15,106,50,True,True,True,1446741304
771,464103,1131.39,2640025,1232.58,75,70,107,33,86,29,43,27,83,20,False,True,True,1496298169
773,3,1287.81,2672298,1125.65,91,107,55,46,106,19,22,7,10,5,True,True,False,1455132650
774,4,1160.77,726228,1396.74,28,39,110,68,51,69,50,11,38,8,False,False,False,1446019511
775,350190,1338.47,2163,1452,100,12,119,96,27,72,16,68,29,98,False,False,True,1521735299
776,2672298,1125.65,2677025,1082.49,62,55,112,81,17,53,110,43,26,1,False,False,True,1462307565
777,3331948,1203.45,15,1511.43,16,95,43,13,86,114,106,87,94,88,False,True,False,1494393222
783,2788415,1000,111474,1084.27,55,87,112,70,74,91,19,111,96,36,False,True,True,1484216675
784,5036221,1050.02,5152001,1000,51,11,87,29,48,60,39,84,54,58,True,False,True,1514182012
785,3214090,1069.65,4187910,1045.66,16,50,41,74,56,86,7,72,14,34,False,True,True,1497984700
786,3706823,1149.63,2277843,1000,106,96,37,63,9,55,8,30,47,2,True,False,True,1486979351
790,5039050,1180.83,2006913,1291.81,107,75,69,20,47,68,16,2,18,61,False,True,False,1511419516
792,4,1160.77,5,1294.52,88,86,70,47,38,16,54,30,74,103,False,True,False,1477214366
796,3725701,1123.25,543897,1523.46,109,37,88,7,13,5,65,23,46,67,False,False,False,1494673053
797,1633432,1000,2640099,1192.2,26,74,91,54,98,58,55,30,67,39,False,False,True,1463008360
800,4958284,1126.73,4917125,1053.33,38,112,36,101,44,107,27,102,56,113,True,True,True,1509445042
801,24,1048.25,1148284,1109.51,69,55,110,73,36,2,30,8,62,11,False,True,False,1463135086
802,1375614,1360.51,2586976,1351.81,87,16,70,29,1,110,106,23,89,65,True,False,True,1495710698
803,3,1287.81,2672298,1125.65,9,50,91,99,80,16,54,23,75,43,False,True,False,1477870496
804,39,1451.66,4,1160.77,20,74,100,55,109,41,30,47,10,7,False,False,True,1453977964
805,39,1451.66,2512249,1155.77,50,100,74,102,80,69,55,27,46,31,True,True,True,1449791084
806,1883502,1568.6,2790766,1241.4,60,54,107,43,112,91,49,3,8,65,True,False,True,1464107809
807,1905619,1080.71,4186765,1000,16,5,54,74,45,27,107,41,36,1,True,False,True,1500929022
808,15,1511.43,2777247,1242.13,69,87,54,51,39,41,30,72,31,89,True,True,True,1463388839
812,36,1186.73,1838315,1491.97,50,55,71,46,12,106,21,3,85,29,False,False,False,1449516518
813,2578382,1000,2163,1452,76,30,111,38,81,53,70,43,86,69,False,True,True,1460056065
814,3349045,1137.7,1951061,1203.65,103,41,51,27,74,19,34,119,16,85,True,True,False,1523267717
816,5220225,1062.73,5026801,1398.97,87,16,43,60,35,89,58,45,38,109,True,True,False,1518485926
821,2640025,1232.58,2414095,1072.92,107,109,112,55,46,28,54,98,26,40,False,True,False,1468485942
822,3659536,1124.88,2586976,1351.81,88,110,65,8,76,107,74,111,81,38,False,True,True,1499332664
823,2586976,1351.81,39,1451.66,27,19,88,57,113,79,94,28,6,41,True,False,False,1513460912
824,3333433,1144.45,3,1287.81,108,79,84,11,63,107,98,30,80,34,False,False,True,1485737352
825,2621843,1211.4,2006913,1291.81,31,78,107,114,35,60,7,75,63,45,True,True,False,1505321416
831,5194824,1031.1,3865400,1000,27,48,104,107,49,78,68,13,100,59,True,True,True,1515338244
832,5192394,1134.43,4429098,1000,30,60,65,39,1,100,27,13,54,94,True,True,True,1515685780
833,2626685,1210.14,5027210,1303.93,86,103,76,41,58,57,72,3,119,25,False,False,False,1521615715
834,2538753,1068.9,2535294,1000,107,74,87,61,28,111,41,47,72,31,True,True,False,1454354558
839,2201839,1000,1148284,1109.51,30,39,50,63,57,85,45,87,28,34,True,True,False,1433136838
840,5,1294.52,39,1451.66,114,25,96,75,63,107,110,7,70,74,True,False,True,1490753606
842,2163,1452,2533075,1085.05,80,50,5,63,96,28,78,37,106,109,True,True,True,1486314027
845,46,1171.65,2006913,1291.81,6,29,26,17,32,61,50,98,27,93,True,True,False,1469556229
846,39,1451.66,1375614,1360.51,111,6,9,41,37,79,48,2,25,74,True,True,True,1475398762
847,2208748,1088.28,20,1000,54,62,2,76,30,32,50,98,15,70,True,True,False,1476278467
851,4009019,1109.12,4423784,1000,112,78,71,109,39,86,1,7,2,74,True,True,True,1510736415
853,1148284,1109.51,3326875,1269.74,98,84,1,66,44,86,68,51,6,9,True,True,True,1478445592
854,1375614,1360.51,5027210,1303.93,3,16,40,41,74,84,13,107,78,12,True,True,False,1510466642
858,2854942,1056.75,3317512,1175.81,111,23,65,15,6,76,79,48,84,2,True,True,False,1475329027
859,350190,1338.47,3725701,1123.25,107,102,86,48,17,5,25,114,67,55,True,False,False,1494151713
860,3785359,1068.27,3931472,1084.33,7,36,50,106,55,86,51,53,15,76,True,False,True,1505229684
861,4,1160.77,2539098,1000,26,10,80,86,98,73,40,85,20,88,True,True,True,1462327440
863,4425650,1160.59,5259051,1037.4,87,80,51,11,85,89,30,39,100,63,True,True,True,1523180401
864,350190,1338.47,543897,1523.46,2,5,74,67,58,107,54,37,46,100,False,False,False,1491742679
865,2512249,1155.77,3,1287.81,80,26,103,65,28,20,43,38,56,33,False,False,True,1464396864
866,2201839,1000,1148284,1109.51,6,25,7,51,74,52,71,30,50,93,False,False,False,1433052017
867,3414631,1000,5057627,1063.09,7,13,110,8,92,71,75,40,2,67,False,True,False,1509477863
869,2535294,1000,2538753,1068.9,20,65,46,62,50,66,74,72,79,88,True,True,True,1454350104
871,2414095,1072.92,1951061,1203.65,16,50,14,35,42,87,28,106,9,18,False,False,False,1481625869
872,2310555,1000,3,1287.81,111,29,26,18,17,55,30,8,98,2,False,False,True,1466887877
873,39,1451.66,2108395,1429.43,20,97,104,106,60,89,90,65,62,9,True,False,True,1470343251
874,2642171,1201.24,1883502,1568.6,91,65,62,43,67,41,87,20,71,9,True,False,True,1464352663
875,2833354,1187.43,3331948,1203.45,104,37,114,19,39,72,16,50,54,45,False,True,False,1521117097
877,2208748,1088.28,2626685,1210.14,26,8,38,112,43,28,54,62,98,87,False,True,False,1469450425
881,5000254,1158.12,1951061,1203.65,40,27,114,23,54,60,86,58,36,15,True,True,True,1508232028
882,15,1511.43,2586976,1351.81,58,86,38,19,63,20,65,69,15,93,False,False,False,1456561593
883,1951061,1203.65,3349045,1137.7,5,114,54,76,57,32,87,16,106,48,True,True,False,1494386209
884,1846548,1142.55,5039050,1180.83,3,65,7,49,33,31,40,13,54,28,True,True,True,1506525383
885,3725701,1123.25,2659468,1165.6,36,7,87,39,9,91,65,86,18,15,True,False,True,1506089629
886,3704482,1096.81,5086345,1000,7,75,65,20,9,68,36,107,64,41,True,True,False,1508943902
888,2300282,1058.74,2309182,1000,95,25,20,94,110,3,57,65,97,18,False,False,False,1430671671
889,5,1294.52,726228,1396.74,86,92,51,21,1,11,55,20,7,12,False,False,False,1432191959
891,1252828,1038.44,2920011,1000,79,9,29,10,39,16,84,30,8,54,True,True,True,1472576756
893,46,1171.65,2006913,1291.81,111,103,41,44,55,79,8,28,23,16,True,False,True,1476197955
894,39,1451.66,1375614,1360.51,7,40,107,68,81,60,86,63,51,80,False,False,True,1499315567
897,2163,1452,1883502,1568.6,40,61,107,112,44,58,3,104,63,73,True,True,True,1509115686
898,2621843,1211.4,2006913,1291.81,91,19,3,58,98,66,38,27,77,25,False,False,True,1452339047
899,2626685,1210.14,15,1511.43,7,53,111,54,106,68,65,18,61,71,True,False,True,1505904789
901,2343061,1033.45,111474,1084.27,7,39,72,30,71,91,38,20,99,9,False,True,False,1431547130
903,2780729,1218.12,2746885,1029.78,54,87,49,29,85,69,109,41,15,68,True,True,True,1465808743
904,3705786,1000,3333433,1144.45,85,20,112,102,82,108,54,84,75,35,False,True,False,1484698264
907,2635099,1242.81,2414475,1000,55,89,74,90,9,50,6,41,23,73,True,True,False,1468316398
909,4368139,1000,4151852,1051.19,5,57,28,15,17,64,55,60,34,70,False,False,False,1495504782
910,726228,1396.74,1520578,1094.09,100,39,7,75,72,106,50,60,110,11,True,True,False,1445598315
912,543897,1523.46,2581813,1188.72,84,63,106,108,5,80,55,87,107,74,True,True,False,1486198453
917,39,1451.66,2586976,1351.81,88,90,14,17,70,92,41,114,111,7,False,False,True,1499489016
919,2006913,1291.81,2414475,1000,65,62,111,48,13,51,106,79,52,17,True,False,False,1481699646
921,5051649,1125.96,3715574,1201.9,47,100,1,13,68,62,86,15,16,81,False,False,True,1509793342
922,15,1511.43,2535378,1094.42,60,72,87,25,65,55,71,39,15,7,True,False,False,1452222560
923,2581813,1188.72,98301,1000,48,20,16,57,76,65,54,86,14,35,True,True,True,1485072471
924,2533075,1085.05,46,1171.65,65,86,51,11,15,97,104,87,69,44,False,False,True,1479740601
931,350190,1338.47,4425527,1057.85,30,36,62,4,39,99,107,76,86,20,True,True,True,1498486426
933,5095580,1000,5097972,1050.68,101,84,69,17,44,78,64,28,11,114,False,False,False,1512170990
934,2679744,1099.4,992217,1103.47,51,30,11,55,80,60,39,16,95,37,True,True,True,1498901186
936,5026801,1398.97,543897,1523.46,16,52,108,19,48,53,49,86,72,102,False,False,False,1522829637
937,4251435,1314.81,3931002,1073.15,37,109,100,33,39,5,107,102,10,25,False,False,False,1494212378
938,5207440,1000,5271762,1030.53,87,84,21,47,2,107,51,26,44,43,False,True,True,1521747863
940,3477208,1000,1905619,1080.71,28,54,86,15,64,48,102,111,84,82,False,False,False,1484514921
946,1375614,1360.51,2640025,1232.58,114,20,73,63,28,8,65,107,87,98,True,True,False,1491213789
947,3931120,1127.85,2581813,1188.72,54,25,101,96,20,28,104,5,8,13,False,False,False,1491731568
948,3349045,1137.7,2776208,1000,8,87,17,16,64,102,84,104,86,42,True,False,True,1490076160
950,3329893,1086.91,3619395,1000,86,48,16,108,11,90,88,44,31,47,True,True,True,1486869100
951,1951061,1203.65,5036221,1050.02,107,30,65,41,34,15,87,103,12,69,False,True,False,1513597883
953,4,1160.77,1520578,1094.09,66,76,3,63,41,112,80,72,100,13,True,True,True,1459588043
954,2642171,1201.24,1883502,1568.6,107,55,106,26,67,20,87,8,39,7,True,True,True,1464180772
955,2640025,1232.58,5,1294.52,58,28,43,20,18,53,60,111,8,21,True,False,False,1459517638
956,4186376,1153.14,46,1171.65,102,110,46,87,70,83,104,30,113,39,True,False,True,1494165858
957,350190,1338.47,3586078,1172.24,109,66,79,96,34,15,88,112,13,49,True,False,True,1516263037
958,2777247,1242.13,1951061,1203.65,6,91,20,29,34,112,69,49,100,67,True,False,False,1467637326
959,2512249,1155.77,5,1294.52,65,6,51,39,111,88,87,55,63,73,False,True,True,1501776250
960,2714312,1205.68,98301,1000,103,41,43,86,9,8,26,29,20,39,False,True,True,1467297727
963,2813614,1030.56,2362377,1000,76,111,44,104,91,23,30,74,41,10,True,True,False,1476363546
964,2534405,1000,2526472,1273.19,25,72,3,4,83,55,12,100,38,5,False,False,False,1442949237
966,2746885,1029.78,2780729,1218.12,28,112,58,8,73,109,103,111,55,74,False,False,False,1468142705
968,2552670,1159.36,2006913,1291.81,51,74,7,5,63,90,57,100,17,93,True,True,True,1492441201
971,2586976,1351.81,5229049,1048.96,100,43,119,77,102,3,68,47,65,19,True,True,True,1521381958
972,2701329,1087.32,2640099,1192.2,69,62,54,87,22,38,110,26,41,49,False,False,False,1463891061
973,2640025,1232.58,4253054,1104.86,97,32,37,44,25,20,5,109,57,7,False,False,True,1493021811
975,2581813,1188.72,3586078,1172.24,28,86,57,74,72,107,102,75,46,20,False,True,False,1490537957
976,2634810,1192.02,3355113,1065.04,41,84,108,75,35,40,92,14,29,48,False,True,True,1504860170
979,4278602,1000,2714312,1205.68,87,2,51,46,95,86,8,16,13,40,False,False,False,1497105598
983,1375614,1360.51,39,1451.66,86,8,107,25,29,97,32,21,95,106,False,True,True,1493100694
984,7,1091.93,726228,1396.74,12,26,110,74,49,20,72,100,13,33,False,False,False,1430823936
987,4,1160.77,726228,1396.74,13,107,50,61,77,60,26,43,97,106,False,True,False,1506157413
988,5055770,1000,5065748,1167.85,16,86,102,109,61,3,38,119,76,114,False,True,False,1522022664
990,5,1294.52,3335660,1000,107,25,2,37,109,114,8,16,46,86,True,True,True,1491638869
992,2512249,1155.77,1148284,1109.51,72,38,92,31,46,8,100,30,29,74,False,True,True,1450351122
993,2833354,1187.43,726228,1396.74,107,54,86,60,39,96,20,90,42,11,False,False,False,1489315813
996,3706823,1149.63,4001424,1000,16,88,55,39,93,27,23,25,9,41,False,False,True,1500973725
997,4469196,1000,1905619,1080.71,65,86,71,77,47,16,27,8,13,74,True,False,False,1498009623
998,2783913,1160.23,3,1287.81,9,80,50,8,88,65,107,87,98,18,True,True,False,1470160013
1000,2414095,1072.92,3326126,1254.42,28,111,76,14,56,62,50,65,12,104,True,True,False,1477987471
1001,2822317,1000,1520578,1094.09,73,112,55,2,50,69,54,110,49,98,False,False,True,1463837282
1002,4254415,1034.16,5011202,1133.78,69,87,65,9,4,88,114,51,90,63,False,False,False,1506697411
1003,2640025,1232.58,726228,1396.74,62,2,76,18,75,79,48,98,84,104,True,False,False,1475576004
1004,4703773,1000,26,1058.92,86,28,77,23,46,60,53,3,76,7,False,True,False,1498554816
1006,1520578,1094.09,5,1294.52,74,6,101,51,110,2,50,98,23,89,False,True,True,1467460998
1007,3786981,1000,4151852,1051.19,75,71,104,25,70,16,68,15,85,8,False,False,False,1498595186
1010,350190,1338.47,1883502,1568.6,86,72,25,55,43,52,112,30,62,12,True,True,False,1433606432
1011,3846296,1000,2714312,1205.68,60,104,36,50,45,31,77,28,96,9,False,False,True,1504102594
1012,2546688,1031.01,1633355,1000,85,30,11,93,50,100,72,21,55,68,False,False,False,1447121224
1015,3586078,1172.24,3018001,1134.47,107,2,5,95,74,54,114,3,34,28,True,False,False,1491749708
1016,5086345,1000,46,1171.65,51,88,75,12,13,78,69,47,87,4,False,True,False,1508512232
1019,2761738,1000,5138280,1127.36,112,15,85,82,61,60,84,76,86,11,False,False,False,1513168290
1021,5036221,1050.02,2626685,1210.14,68,16,19,55,36,51,3,20,94,96,True,True,True,1511260427
1022,2659468,1165.6,2581813,1188.72,79,9,8,16,11,28,5,55,70,46,True,True,True,1485158313
