,Radiant_team_id,Radiant_team_rating,Dire_team_id,Dire_team_rating,Radiant_hero1,Radiant_hero2,Radiant_hero3,Radiant_hero4,Radiant_hero5,Dire_hero1,Dire_hero2,Dire_hero3,Dire_hero4,Dire_hero5,Radiant_win,Radiant_fb,Radiant_10kill,start_time
14118,2887177,1032.18,2913028,1051.34,41,26,57,76,73,103,55,8,86,43,True,False,False,1477263520
14119,2552670,1159.36,55,1140.79,16,23,79,9,46,6,111,13,86,29,True,True,False,1473441262
14123,4425117,1073.52,2537636,1000,91,65,3,39,48,5,63,92,13,102,True,True,False,1496330010
14124,5047756,1000,5048783,1072.56,68,7,65,41,25,40,51,87,9,17,False,False,True,1507638928
14125,3,1287.81,1718551,1115.78,66,49,50,12,71,11,56,30,61,25,True,True,True,1432577498
14129,726228,1396.74,15,1511.43,86,13,110,57,81,7,107,75,70,106,True,True,True,1499310934
14130,1375614,1360.51,726228,1396.74,55,87,7,11,77,107,43,10,111,65,True,True,True,1453887218
14131,3580606,1203.37,1838315,1491.97,37,16,85,93,17,91,38,62,74,98,True,False,True,1493411941
14132,2767585,1000,2640099,1192.2,74,41,26,8,50,76,107,20,29,10,False,False,True,1459213271
14133,2634810,1192.02,1983234,1048.33,23,88,15,45,109,76,57,18,51,90,False,True,False,1476684050
14137,2533075,1085.05,3763625,1040.14,37,96,32,95,93,84,70,30,65,46,False,False,False,1490211481
14140,2621843,1211.4,46,1171.65,68,41,107,4,72,40,88,87,9,2,False,True,False,1506532372
14141,2786652,1076.62,5097652,1000,19,103,50,39,109,100,30,104,76,65,True,False,False,1518468685
14142,4997871,1036.45,1951061,1203.65,19,86,100,69,35,57,30,94,60,42,False,True,False,1521797499
14143,2581813,1188.72,4146964,1053.6,54,88,86,74,84,96,5,25,20,14,False,True,False,1492173414
14144,484909,1124.5,1589322,1000,25,78,86,72,55,11,26,7,61,63,True,True,True,1430891424
14146,1501080,1038.13,2447863,1079.14,30,17,51,10,84,39,7,55,112,93,False,False,True,1437297630
14149,5,1294.52,1276785,1000,28,103,26,44,106,41,87,20,39,72,False,True,True,1466067677
14150,1375614,1360.51,2163,1452,89,87,70,76,108,16,107,54,64,34,True,True,True,1517138281
14151,2913028,1051.34,3563081,1000,84,102,112,59,74,54,28,31,26,56,True,False,True,1479603609
14153,2833354,1187.43,2414095,1072.92,28,54,86,17,51,62,35,4,25,42,True,True,False,1481706523
14155,26,1058.92,5032508,1000,68,7,38,114,54,31,107,63,65,72,True,True,True,1505844401
14162,2581813,1188.72,2644737,1000,28,26,74,70,98,63,51,91,104,89,True,True,True,1490349304
14163,2552670,1159.36,3704482,1096.81,28,87,104,11,36,86,8,80,50,97,True,True,True,1484842402
14166,2163,1452,543897,1523.46,55,73,71,50,21,60,68,39,6,47,True,False,True,1445869782
14167,39,1451.66,4251435,1314.81,5,13,51,40,46,37,88,107,1,39,False,True,False,1496743795
14168,2163,1452,1838315,1491.97,103,41,54,73,86,84,9,98,31,109,False,True,False,1470449409
14170,2208748,1088.28,1983234,1048.33,25,39,88,46,110,100,71,92,106,15,True,True,True,1442491998
14171,5039050,1180.83,1375614,1360.51,78,88,87,46,61,84,13,51,40,114,False,False,True,1511428876
14172,1836806,1208.81,2535378,1094.42,11,100,92,20,101,69,39,112,7,55,False,False,False,1449219977
14173,4372042,1219.81,3214108,1401.12,68,107,13,6,25,51,75,46,104,53,False,False,True,1498631388
14178,527114,1045.4,982122,1000,110,55,18,87,21,7,3,39,32,94,True,False,False,1465438322
14179,2897338,1000,3016612,1045.86,7,87,8,88,17,41,9,50,6,20,False,True,True,1469448208
14180,2581813,1188.72,543897,1523.46,85,8,37,16,74,84,2,34,18,86,False,False,True,1478341985
14182,3586078,1172.24,2644737,1000,63,5,100,69,13,28,54,86,33,74,True,True,True,1491388605
14189,2922244,1000,2581813,1188.72,98,90,9,11,61,82,75,23,16,13,False,False,False,1474796436
14190,2776208,1000,2659468,1165.6,38,30,13,64,12,58,28,20,53,98,False,False,True,1466841906
14191,2621843,1211.4,1804536,1000,91,69,19,38,31,72,111,29,47,7,True,True,True,1450789313
14193,2634810,1192.02,2414475,1000,8,107,48,79,55,111,84,104,6,35,False,True,False,1480417832
14194,3152366,1033.23,2921333,1060.19,87,9,29,22,8,103,79,74,38,18,True,False,False,1471438508
14195,2854942,1056.75,3456993,1000,84,57,18,11,65,62,82,98,86,2,True,True,False,1481615117
14196,2011234,1064.62,36,1186.73,38,72,101,61,84,39,85,96,87,45,False,True,True,1430843552
14201,1838315,1491.97,39,1451.66,65,12,86,32,74,41,45,103,9,27,True,False,True,1501866460
14202,1951061,1203.65,2634810,1192.02,25,102,111,59,85,28,54,55,17,90,True,True,True,1494299665
14203,2643401,1083.38,3343967,1000,57,65,87,70,74,5,109,25,83,33,True,True,True,1494395767
14205,5006832,1035.7,2586976,1351.81,15,100,3,13,74,19,66,86,109,76,False,True,False,1518440458
14206,2099268,1000,2724159,1037.59,84,48,20,98,46,65,111,8,85,13,False,False,True,1478946062
14208,4369633,1086.27,5160797,1071.51,19,68,16,66,34,88,112,103,54,11,False,True,False,1513079999
14209,3336725,1000,1951061,1203.65,28,107,11,86,63,114,102,5,46,106,False,False,False,1492416524
14211,1883502,1568.6,46,1171.65,80,20,107,65,98,96,84,37,44,97,False,True,True,1489335804
14212,5051649,1125.96,543897,1523.46,91,13,71,4,62,107,9,64,98,20,False,False,False,1508666260
14213,3210117,1000,2724159,1037.59,26,87,2,18,43,32,55,50,9,56,False,False,False,1473950796
14214,3,1287.81,5028104,1105.7,86,19,87,108,8,16,30,96,54,34,True,True,True,1515718865
14220,2860081,1093.46,2833354,1187.43,28,50,15,100,17,8,107,55,30,9,False,False,True,1478005819
14221,2828740,1000,2785646,1074.41,28,23,5,17,41,38,93,30,49,88,False,True,True,1467806746
14222,2849265,1000,2538753,1068.9,41,109,10,91,31,6,20,102,63,13,False,False,False,1469534001
14225,350190,1338.47,3213075,1000,86,8,96,62,23,16,50,6,49,66,True,True,True,1478837167
14227,36,1186.73,2163,1452,100,11,58,65,15,47,86,30,49,72,False,False,False,1516778241
14228,2414095,1072.92,2860081,1093.46,83,65,13,6,39,62,55,86,74,18,True,True,True,1497074451
14229,3725125,1000,4761409,1081.33,87,51,55,41,35,7,119,13,6,92,False,True,False,1522439697
14230,3623934,1000,3725701,1123.25,16,84,9,50,11,28,55,98,87,46,False,False,False,1484058110
14231,1983234,1048.33,2208748,1088.28,11,102,55,106,87,3,28,73,39,86,True,True,True,1449385969
14233,3922738,1298.86,1905619,1080.71,91,104,71,34,40,27,107,36,102,17,True,True,True,1497061972
14235,46,1171.65,2519319,1389,7,39,100,79,8,91,19,51,90,74,True,True,True,1443717510
14236,1884355,1113.94,2672298,1125.65,6,9,112,17,2,20,103,8,34,97,True,True,True,1468549609
14237,3704482,1096.81,2621843,1211.4,70,87,55,71,25,28,40,8,5,97,True,True,False,1490558446
14238,2006913,1291.81,2552670,1159.36,3,39,7,27,18,64,25,87,53,67,True,False,True,1495744912
14239,3331948,1203.45,1983234,1048.33,28,87,98,93,9,50,51,64,74,48,True,True,True,1478775744
14240,1883502,1568.6,1966890,1093.09,107,55,70,5,22,58,38,30,47,21,True,False,False,1459186207
14241,780202,1057.54,1286471,1000,39,7,112,8,97,91,19,26,96,93,True,True,True,1431303711
14242,3214108,1401.12,2701329,1087.32,98,86,109,66,20,89,16,101,35,4,True,True,True,1477601234
14243,4997871,1036.45,2208748,1088.28,40,68,107,15,22,16,86,112,47,1,False,True,False,1507788469
14244,579232,1000,2154552,1093.35,51,11,101,26,12,39,85,87,52,18,False,False,False,1433027717
14245,2576986,1000,2458673,1040.39,112,7,25,38,42,11,3,55,60,39,False,True,False,1449897960
14247,4372767,1000,2581813,1188.72,87,41,106,60,33,13,16,111,54,49,False,True,False,1499681076
14248,5039050,1180.83,5004103,1000,68,88,55,42,49,40,13,107,80,15,True,True,False,1506442035
14252,46,1171.65,36,1186.73,20,58,87,39,94,112,85,53,47,44,False,False,False,1510002003
14253,3586501,1000,5097972,1050.68,107,86,29,43,42,27,71,74,16,113,False,True,False,1511617722
14256,2642171,1201.24,1375614,1360.51,62,55,3,48,46,86,8,16,76,57,False,False,False,1481234051
14258,2850822,1125.77,2919736,1000,41,2,70,86,17,68,29,40,76,59,True,False,False,1471701867
14260,1927365,1000,24,1048.25,55,32,26,34,93,79,23,48,88,74,False,False,False,1471352176
14261,2277781,1034.02,2184902,1000,20,30,49,95,39,5,99,110,102,27,True,True,True,1433700451
14262,5138280,1127.36,4259604,1000,60,112,39,100,109,51,3,19,47,81,True,True,True,1512664931
14263,2586976,1351.81,5059375,1123.97,19,86,107,72,43,50,51,13,109,15,True,True,True,1518200128
14264,2163,1452,1836806,1208.81,69,76,30,55,67,62,65,100,40,73,False,True,True,1461502757
14265,1375614,1360.51,2586976,1351.81,41,72,43,101,27,91,19,50,65,15,False,True,True,1453951769
14267,5026801,1398.97,5196328,1067.11,16,30,58,19,56,51,57,87,44,94,False,True,True,1516327052
14271,36,1186.73,2006913,1291.81,3,103,52,38,98,83,102,20,54,13,False,False,False,1522424417
14272,350190,1338.47,2586976,1351.81,66,16,87,12,63,43,100,37,13,54,True,False,False,1521624851
14273,2880140,1165.76,3586078,1172.24,84,75,17,63,10,8,57,50,47,82,False,True,False,1482039969
14274,36,1186.73,350190,1338.47,54,100,87,108,11,119,41,107,76,15,False,False,True,1523723445
14275,4186765,1000,1905619,1080.71,16,86,13,63,33,27,100,96,46,72,False,True,True,1500932078
14278,46,1171.65,4429098,1000,69,53,68,9,20,40,64,7,4,114,True,False,True,1508785971
14280,2642171,1201.24,111474,1084.27,62,55,37,44,43,91,54,30,17,104,True,False,True,1477594994
14283,5051649,1125.96,5066008,1000,3,66,38,19,10,27,83,63,104,11,True,False,False,1515539071
14284,3547682,1156.43,15,1511.43,25,107,104,109,86,114,74,26,16,98,True,True,True,1491466772
14286,1951061,1203.65,15,1511.43,29,87,49,10,2,91,8,110,106,26,True,False,False,1466589530
14288,2635099,1242.81,15,1511.43,26,110,41,98,94,32,54,87,17,55,False,False,False,1468056004
14289,2414475,1000,2626685,1210.14,16,54,64,23,17,86,65,85,70,49,False,False,False,1478680330
14292,3326126,1254.42,1836806,1208.81,86,8,64,15,40,16,30,76,83,9,True,False,True,1478260303
14294,1333179,1200.19,39,1451.66,66,49,90,61,12,39,85,53,23,2,True,False,True,1431543830
14296,1375614,1360.51,1883502,1568.6,84,9,97,44,50,3,53,28,20,87,True,True,True,1509815314
14297,4223256,1000,4542817,1109.4,5,23,46,29,42,16,51,39,64,15,False,False,True,1499681083
14298,2512249,1155.77,3,1287.81,57,51,87,46,44,53,3,13,6,40,False,True,False,1510792404
14301,5097652,1000,4425117,1073.52,16,87,72,7,34,19,86,13,74,85,False,True,False,1514303767
14302,1838315,1491.97,2790766,1241.4,91,62,29,9,8,6,30,66,98,49,True,False,True,1477168986
14303,3324727,1077.91,645123,1041.99,98,79,7,39,10,23,9,78,86,1,False,False,False,1474813204
14304,2777247,1242.13,111474,1084.27,110,41,26,72,106,86,28,20,61,39,False,True,True,1465037308
14307,2512249,1155.77,1836806,1208.81,86,57,14,42,106,8,62,38,80,5,True,False,False,1483711679
14310,4100699,1064.46,1964407,1000,27,7,69,8,12,39,51,88,43,42,True,True,True,1500566612
14311,3586078,1172.24,2108395,1429.43,88,15,13,64,109,62,11,87,81,108,True,True,False,1515916969
14313,2586976,1351.81,5,1294.52,33,8,37,74,96,97,25,32,67,86,False,False,True,1491291102
14314,3262331,1066.55,3659536,1124.88,28,8,50,76,37,55,87,71,72,35,False,True,False,1484295548
14315,111474,1084.27,2163,1452,3,85,8,97,61,72,112,28,73,68,False,False,True,1449331633
14328,1846548,1142.55,26,1058.92,31,51,77,33,106,68,36,23,2,109,True,False,True,1506538506
14330,1905619,1080.71,3477208,1000,27,16,102,54,74,64,51,40,76,41,True,True,True,1497215312
14332,2640025,1232.58,4425650,1160.59,3,16,65,94,49,83,112,13,43,93,True,True,False,1514111390
14334,5051649,1125.96,3963419,1000,84,13,86,57,48,78,87,51,19,109,True,True,False,1511571763
14336,3152713,1000,3722485,1177.53,107,88,8,73,5,90,74,86,38,109,False,True,True,1489152548
14337,5036221,1050.02,1951061,1203.65,60,86,96,15,94,16,30,43,29,48,True,True,True,1512021652
14338,4425117,1073.52,464103,1131.39,88,39,3,15,40,107,68,54,47,7,True,True,True,1496934133
14340,5026801,1398.97,5051649,1125.96,16,103,41,53,108,100,57,27,109,13,False,False,True,1518044268
14343,2300282,1058.74,2280149,1000,71,20,8,97,17,72,7,27,74,61,True,True,False,1430831504
14344,1983234,1048.33,5,1294.52,58,12,28,76,31,74,30,60,41,72,True,True,True,1459262327
14348,543897,1523.46,3331948,1203.45,27,16,58,12,46,19,60,30,11,13,True,True,False,1516770433
14350,2626685,1210.14,15,1511.43,28,25,63,98,20,114,87,102,49,48,True,True,False,1489666945
14351,1375614,1360.51,4253054,1104.86,86,16,74,65,109,114,83,46,60,67,True,True,True,1493144348
14354,39,1451.66,1838315,1491.97,76,23,50,70,38,79,16,8,107,48,True,True,True,1475222987
14356,5,1294.52,5152964,1036.48,51,11,87,29,48,62,69,39,79,52,True,True,False,1514265129
14361,111474,1084.27,2163,1452,58,80,18,75,39,100,29,70,110,76,False,False,True,1456889095
14363,2533075,1085.05,2108395,1429.43,48,18,65,76,30,79,28,16,8,39,False,False,False,1484457637
14365,3922738,1298.86,1905619,1080.71,107,86,39,33,18,16,27,88,75,12,True,True,False,1501534914
14367,2634810,1192.02,2208748,1088.28,8,87,76,14,88,54,86,2,35,84,False,False,False,1480329436
14368,2006913,1291.81,726228,1396.74,50,11,18,61,101,28,31,112,98,19,False,True,True,1447426539
14370,1883502,1568.6,2108395,1429.43,72,100,26,69,95,16,52,119,109,39,True,True,True,1523002953
14373,2777247,1242.13,4,1160.77,74,58,112,18,55,66,80,76,72,88,False,False,True,1459772407
14375,2640025,1232.58,4253054,1104.86,97,32,30,44,74,20,104,90,94,84,False,False,False,1493018104
14379,3326126,1254.42,1951061,1203.65,16,64,6,57,17,28,101,73,40,63,True,False,True,1479885968
14380,5065748,1167.85,3705786,1000,19,16,3,11,88,72,87,103,76,45,True,False,False,1520114400
14383,3457201,1000,1218336,1094.91,3,85,8,75,76,57,14,28,95,97,False,True,True,1478514857
14384,2860081,1093.46,2833354,1187.43,8,50,32,55,65,84,2,98,74,52,False,False,False,1478002339
14386,2639569,1000,2684248,1059.04,31,96,7,34,47,80,53,20,66,106,False,True,False,1454117375
14387,2640025,1232.58,15,1511.43,28,54,107,64,34,86,2,70,112,15,True,False,True,1477895409
14388,5216146,1000,2634810,1192.02,60,87,47,107,93,100,43,30,109,65,False,False,False,1517815029
14389,726228,1396.74,1375614,1360.51,71,43,20,80,27,60,25,22,67,62,True,True,False,1453891691
14390,1836806,1208.81,5,1294.52,41,9,23,69,45,32,87,54,89,29,False,False,True,1467806766
14391,1375614,1360.51,2539098,1000,74,69,30,93,110,58,20,65,56,80,True,False,True,1459239451
14394,4425117,1073.52,36,1186.73,87,12,103,13,45,89,11,64,29,109,False,False,True,1518302403
14396,2783913,1160.23,2006913,1291.81,80,38,20,19,16,53,3,18,78,61,True,False,False,1459094792
14397,1966890,1093.09,46,1171.65,111,38,67,86,39,41,68,22,20,94,False,True,False,1455645415
14399,2538753,1068.9,2552670,1159.36,76,66,88,83,63,6,9,20,17,85,False,False,True,1476295693
14400,2850016,1091.14,3266312,1000,89,87,44,57,9,16,90,34,48,50,True,False,False,1478804769
14401,3968479,1066.22,4002421,1000,87,97,64,25,6,28,8,79,102,34,True,False,True,1490897476
14402,46,1171.65,2246141,1000,23,9,50,98,65,79,16,84,96,76,True,False,False,1473437490
14403,2646614,1065.2,2600775,1058.62,100,72,68,25,71,28,50,86,39,8,True,True,True,1449997610
14404,3,1287.81,3580606,1203.37,37,70,55,32,41,51,50,33,106,63,False,True,False,1494536605
14405,2208748,1088.28,2243650,1000,112,55,72,60,73,39,50,49,59,42,True,True,False,1447489104
14408,98301,1000,2659468,1165.6,9,20,32,54,55,16,74,87,109,50,False,False,True,1469372978
14410,3262331,1066.55,3659536,1124.88,63,107,5,96,46,86,11,90,97,12,True,True,True,1488014045
14411,1883502,1568.6,2246141,1000,73,40,51,21,68,11,112,3,60,42,False,False,True,1444670263
14413,1333179,1200.19,1520578,1094.09,100,68,1,87,25,55,112,39,61,28,False,False,False,1445044779
14414,4593831,1194.7,3704482,1096.81,87,16,106,54,7,39,28,30,70,102,False,True,True,1498059090
14415,2414095,1072.92,2208748,1088.28,16,111,98,18,55,50,54,71,32,9,False,False,False,1476799268
14416,15,1511.43,2414095,1072.92,16,64,5,104,11,86,54,69,98,19,True,False,True,1481803098
14417,3659536,1124.88,1105664,1031.53,90,97,106,84,42,28,55,86,73,54,True,False,True,1487082593
14418,2535378,1094.42,1375614,1360.51,39,68,28,47,26,69,71,112,55,22,True,True,False,1449575922
14422,5027210,1303.93,1838315,1491.97,103,87,78,77,72,88,68,74,8,99,True,True,False,1520252084
14425,15,1511.43,3331948,1203.45,7,68,41,86,43,16,65,97,101,106,True,True,True,1499508432
14426,5197722,1116.64,2006913,1291.81,3,16,43,78,63,30,69,9,6,58,True,False,True,1518455167
14427,4703453,1000,1905619,1080.71,41,64,114,39,82,51,75,57,20,11,False,True,False,1501366536
14428,3661849,1000,3586078,1172.24,114,96,37,74,48,97,20,8,107,12,False,False,False,1489842294
14429,4592777,1101.82,2621843,1211.4,7,40,77,64,22,91,19,96,27,78,False,False,False,1498576454
14430,3331948,1203.45,5,1294.52,60,65,109,50,94,16,77,43,111,104,True,True,True,1501791875
14431,1951061,1203.65,1836806,1208.81,41,110,74,86,72,98,32,51,37,1,True,True,True,1467018150
14432,1836806,1208.81,3335660,1000,86,62,74,63,60,65,84,54,17,87,True,True,False,1478263574
14433,4009019,1109.12,2061104,1000,69,91,84,8,109,40,75,9,64,41,True,False,False,1508321433
14434,2429870,1094.44,2596350,1000,91,85,97,8,61,106,39,72,7,30,True,False,False,1448489049
14435,350190,1338.47,2783913,1160.23,20,65,73,26,42,28,40,55,60,11,False,True,False,1462780802
14437,2108395,1429.43,3725701,1123.25,84,28,65,94,15,112,100,81,104,17,True,False,False,1510929074
14439,3619395,1000,3329893,1086.91,84,54,51,40,98,86,63,2,82,100,False,False,False,1486871525
14441,2512249,1155.77,3,1287.81,112,51,38,94,17,64,23,19,91,2,False,True,True,1510525811
14444,3,1287.81,2006913,1291.81,84,72,13,102,70,3,19,100,57,47,True,True,True,1511093734
14447,46,1171.65,2163,1452,62,13,30,63,65,90,38,71,61,36,False,False,False,1502386069
14448,3349045,1137.7,1951061,1203.65,97,95,37,84,2,5,102,93,83,25,False,False,False,1494389196
14449,5028104,1105.7,2672298,1125.65,31,40,107,106,95,7,13,50,63,99,True,False,False,1504902511
14451,2197847,1108.61,2341834,1000,11,86,51,101,42,7,50,71,21,72,True,False,False,1438446628
14453,2581813,1188.72,3659536,1124.88,37,102,28,46,8,5,88,57,11,99,False,False,False,1493992772
14454,5000254,1158.12,2626685,1210.14,3,29,12,28,9,60,68,19,52,108,True,True,False,1511764904
14455,2208748,1088.28,1983234,1048.33,28,11,106,86,101,100,50,26,39,42,True,False,True,1447586601
14456,2512249,1155.77,3,1287.81,38,20,72,64,82,110,2,7,67,22,True,True,True,1464399981
14457,5076975,1103.63,3262512,1064.62,31,1,15,71,96,27,13,114,39,64,True,False,True,1509020751
14459,2586976,1351.81,36,1186.73,65,90,107,40,10,38,20,15,93,57,True,True,True,1470425797
14463,726228,1396.74,1960029,1000,58,38,26,12,39,69,72,111,86,106,True,False,True,1461243088
14465,1375614,1360.51,3331948,1203.45,43,111,88,65,114,16,94,75,81,51,True,False,False,1511406502
14466,2538753,1068.9,1449413,1064.86,20,66,67,22,65,74,68,53,77,27,True,False,False,1452805917
14468,2320414,1067,1951061,1203.65,11,7,86,50,1,39,55,71,12,27,False,False,False,1444714168
14470,5026801,1398.97,2163,1452,86,57,58,11,61,3,109,90,47,20,False,True,True,1519235445
14472,1905344,1047.81,1948995,1000,66,99,51,27,25,11,62,47,68,55,True,False,False,1433709932
14474,36,1186.73,1964407,1000,80,50,16,74,84,28,55,5,63,95,False,False,False,1489222512
14476,3,1287.81,2837183,1087.81,107,55,49,111,52,28,30,80,74,66,True,True,True,1464135243
14477,2349149,1091.2,2519524,1000,112,11,106,84,28,7,26,60,44,74,True,True,True,1444781642
14480,1375614,1360.51,1838315,1491.97,103,86,65,94,45,16,30,109,54,113,False,False,False,1521743744
14481,1520578,1094.09,726228,1396.74,16,50,63,54,49,30,48,107,96,39,True,False,True,1484445534
14482,1905619,1080.71,4469196,1000,16,68,108,15,49,86,7,71,77,74,True,True,False,1498012757
14483,3214108,1401.12,3580606,1203.37,5,84,41,22,33,104,50,107,109,73,False,True,False,1494720291
14484,2837183,1087.81,2640099,1192.2,62,69,26,10,43,58,55,3,80,39,False,False,True,1463013969
14486,2581813,1188.72,2767921,1000,69,111,106,110,13,65,30,62,18,2,True,True,False,1462337816
14487,3332295,1215.38,2621843,1211.4,37,16,74,38,69,28,70,25,87,58,True,True,True,1490727823
14489,1375614,1360.51,5027210,1303.93,100,29,68,18,49,16,50,43,63,41,True,False,False,1514715736
14491,1105664,1031.53,2581813,1188.72,97,32,8,87,106,37,114,104,13,67,False,False,True,1494248101
14495,2790766,1241.4,2006913,1291.81,38,64,50,59,73,91,55,49,77,112,False,False,False,1464020473
14496,2447554,1000,862976,1093.96,4,50,51,26,21,39,62,87,11,81,False,True,False,1437790691
14498,543897,1523.46,3659536,1124.88,25,18,99,111,65,28,39,55,30,93,False,False,False,1498631443
14501,2235783,1032.83,1840047,1059.68,25,7,11,87,62,39,97,3,100,12,True,False,False,1431386116
14502,5,1294.52,726228,1396.74,31,7,9,69,106,85,65,114,43,4,False,True,True,1507357144
14503,1521285,1000,862976,1093.96,39,26,42,15,46,7,11,72,88,30,False,False,False,1437096225
14504,1375614,1360.51,1883502,1568.6,55,68,86,8,78,28,72,92,101,38,False,True,True,1447444422
14509,5,1294.52,2635099,1242.81,41,112,100,74,56,32,54,25,17,42,True,True,False,1466173068
14510,2284551,1000,2350559,1080.32,39,112,12,100,71,51,11,101,25,18,False,False,False,1442013659
14512,5,1294.52,1520578,1094.09,100,86,11,60,8,85,39,110,73,21,True,True,False,1446552512
14514,4,1160.77,2642171,1201.24,79,48,51,9,103,84,35,28,41,87,False,False,True,1480895921
14515,3715574,1201.9,2672298,1125.65,86,104,51,88,11,16,75,70,39,32,False,False,True,1498677353
14516,2777247,1242.13,2414475,1000,91,73,30,63,2,107,87,8,55,78,True,False,False,1465978178
14519,3714164,1000,3922738,1298.86,55,71,62,63,43,7,8,100,106,86,False,False,False,1497314196
14521,2581813,1188.72,350190,1338.47,51,11,15,104,64,19,109,65,46,37,False,False,False,1516251609
14522,2790766,1241.4,55,1140.79,111,2,74,32,10,6,16,90,23,94,True,False,False,1471901546
14525,3,1287.81,5028043,1085.71,64,60,78,38,12,53,71,30,114,45,True,False,False,1505323663
14526,2789717,1169.95,2783913,1160.23,20,69,72,11,65,41,40,26,34,19,False,False,True,1462286339
14528,3724222,1000,2701329,1087.32,48,90,84,16,13,18,52,57,100,22,False,False,True,1484528495
14534,15,1511.43,5,1294.52,60,65,36,7,73,107,40,111,97,41,False,False,True,1506677910
14535,2672298,1125.65,2640099,1192.2,80,47,22,62,106,91,19,30,15,51,True,False,True,1454109373
14536,3,1287.81,2512249,1155.77,90,69,2,34,10,106,28,50,48,51,False,True,False,1486865224
14540,2581813,1188.72,350190,1338.47,87,8,55,32,34,91,99,26,4,65,False,False,False,1466938109
14542,2581813,1188.72,2644737,1000,54,5,11,84,51,87,70,69,46,57,True,True,True,1491918860
14543,350190,1338.47,1148284,1109.51,52,51,50,1,3,72,62,55,27,4,True,False,False,1441537946
14544,15,1511.43,2640025,1232.58,91,104,64,28,72,107,98,16,66,49,False,True,False,1477900670
14547,3586078,1172.24,3661849,1000,86,63,20,65,11,80,5,16,85,93,True,False,True,1487241428
14549,726228,1396.74,4,1160.77,20,6,29,50,94,28,37,55,8,49,False,True,False,1468733288
14550,2789129,1000,2626685,1210.14,23,55,93,26,34,28,54,8,5,84,False,False,True,1469615004
14551,1905619,1080.71,2610270,1000,7,111,39,9,55,85,86,15,36,88,True,True,False,1499626535
14553,2672298,1125.65,2890909,1000,62,55,87,98,42,28,111,18,86,39,True,False,False,1468358224
14557,1846548,1142.55,2586976,1351.81,40,51,26,38,82,27,78,86,12,39,False,True,True,1506798906
14558,2659468,1165.6,3586078,1172.24,48,28,30,87,11,79,98,8,18,109,True,True,False,1484748000
14572,2350559,1080.32,1276923,1000,46,106,28,86,40,11,112,14,104,33,False,False,False,1445214537
14573,2790766,1241.4,1964407,1000,7,68,23,40,41,91,60,16,8,80,True,True,True,1497453793
14575,15,1511.43,1883502,1568.6,16,68,18,17,65,97,95,103,90,41,True,True,False,1497490078
14576,1883502,1568.6,36,1186.73,85,61,87,76,88,27,16,63,98,46,True,True,True,1512120946
14577,2653763,1000,2244697,1158.18,50,100,98,1,61,59,102,85,25,91,False,True,True,1450137267
14578,2790766,1241.4,46,1171.65,96,84,11,37,95,80,86,107,70,60,False,False,False,1489259543
14579,3851150,1137.66,3326680,1202.21,84,64,106,87,82,80,107,30,88,54,False,False,True,1488050059
14580,2163,1452,39,1451.66,68,60,40,102,10,112,28,29,1,39,True,False,True,1512300783
14583,3586078,1172.24,3262331,1066.55,80,86,16,51,17,28,63,84,70,11,False,True,True,1489578224
14585,4,1160.77,1883502,1568.6,15,112,86,110,17,72,7,27,25,1,True,True,False,1438291405
14586,46,1171.65,36,1186.73,103,41,75,10,9,111,16,23,18,66,False,False,False,1476567877
14588,2581813,1188.72,3317685,1000,90,8,28,62,98,23,55,37,10,74,True,False,True,1478252741
14590,2777247,1242.13,1375614,1360.51,38,103,30,10,46,109,79,9,98,60,False,False,True,1467868830
14592,4429098,1000,2621843,1211.4,68,107,9,63,104,40,51,3,1,62,True,True,True,1506189646
14599,2640025,1232.58,2833354,1187.43,86,8,37,88,76,96,87,23,11,95,True,True,False,1489331648
14600,3262331,1066.55,4282493,1000,51,38,19,86,11,66,30,49,98,72,True,False,True,1519288074
14601,2626685,1210.14,1951061,1203.65,28,63,104,111,56,55,84,106,86,46,True,False,True,1482824785
14602,1951061,1203.65,3335660,1000,111,2,18,17,93,8,107,30,69,39,False,False,False,1476864329
14603,20,1000,2626685,1210.14,86,65,85,8,49,28,54,52,107,35,False,False,True,1479904735
14604,1375614,1360.51,2640025,1232.58,16,13,92,70,89,107,68,43,41,40,True,False,False,1497534460
14605,5215532,1000,5228646,1043,68,100,65,39,109,3,62,12,13,104,False,False,True,1518044475
14606,4541043,1000,5011202,1133.78,68,41,60,8,49,107,42,87,58,13,False,True,True,1507135784
14609,2640025,1232.58,1520578,1094.09,69,20,74,106,55,54,5,107,19,97,True,False,True,1462363229
14610,3381343,1000,4284542,1033.74,55,107,50,67,49,88,20,74,109,16,True,True,True,1493908262
14612,111474,1084.27,2519319,1389,65,85,53,87,8,91,19,30,28,17,True,True,True,1445788978
14614,5041761,1000,4009019,1109.12,31,71,8,9,58,40,23,64,20,106,True,False,True,1508926990
14615,15,1511.43,5,1294.52,60,22,87,55,10,74,109,3,66,65,True,False,False,1452144748
14616,2006913,1291.81,2621843,1211.4,66,77,64,61,49,74,3,83,106,29,False,True,False,1452343431
14618,2108395,1429.43,543897,1523.46,103,98,30,28,54,20,29,8,13,33,True,False,True,1466926516
14619,1375614,1360.51,3659536,1124.88,27,41,110,65,74,51,99,90,11,40,True,True,True,1499221479
14622,2904162,1031.26,3350307,1000,107,16,26,18,17,84,86,63,82,39,True,True,False,1478968173
